eventId,start_time,during_time,latitude,longitude
407965239373341,48,3.0,10.870628935757,106.78988917542
1215320585149804,48,3.0,10.6894693524,106.594483955
534708873350828,47,3.0,10.812988747084,106.6719353199
1530136120643016,110,4.0,10.760667435185,106.6631312394
1617910321803458,56,3.0,10.812470749412,106.69434841735
1642998415970980,45,2956.0,10.7771196,106.6994095
1059918304040852,57,3.0,10.793926639648,106.70818894991
609445715860145,56,33.0,10.80640357,106.67654755
122286908135599,57,8.0,,
523608244484258,61,3.0,,
423555677848446,8,5.5,,
505817212923414,57,2.0,10.7835903,106.684227
484435615060571,63,3.0,10.75,106.66667
410356192507154,66,3.0,10.795621055586,106.67643070221
587580811382483,67,3.0,9.42861,105.749
1647213525551952,66,1.5,10.7819004,106.6968613
1232287183454381,67,3.0,10.793926639648,106.70818894991
1192029400810636,67,3.0,10.7677898,106.6586761
1658388237753858,67,3.0,10.779934425415,106.70304728673
942354169169687,69,3.0,10.777698260699,106.70481190705
1574244779504289,72,3.0,10.7694,106.682
1667371076875337,56,33.5,10.77014849532,106.69241100724
1654600748150652,78,3.0,10.7887602,106.7035599
533714410128929,79,2.0,10.775846082642,106.70316181982
710550929046509,80,33.0,10.7694,106.682
453667674816044,79,9.5,10.791655570391,106.70059578034
1026266517404863,80,109.0,10.7632256,106.6759262
947821865304797,81,276.0,,
937517256296015,78,293.0,10.741848,106.7157059
1646169172322185,81,3.0,10.78267,106.6953964
444907082386350,86,3.0,10.786163198234,106.69770701599
614073462063699,88,2.0,10.7915602,106.7002487
1514772282153569,56,8.5,10.7807903,106.6988678
991910604185166,90,3.0,10.771507966836,106.70405848694
1513489878975889,90,3.0,10.771507966836,106.70405848694
721688537965587,67,219.0,10.8171473,106.7296753
1648912038721600,91,3.0,10.714840625129,106.72946533074
760571560721186,96,3.0,10.870628935757,106.78988917542
1676521435919011,92,147.0,10.779934425415,106.70304728673
184749731865323,103,3.0,10.9724544993,106.4875549078
1674089026164377,93,3.0,10.7771196,106.6994095
758027511009337,55,22.0,10.7694,106.6819
1124651970893393,104,3.5,10.7736902,106.6986313
1491009331203182,104,9.0,10.75,106.66667
874835075904840,68,3.0,10.766129429041,106.70763201883
1637400096532178,105,3.0,10.775833333333,106.7015
1509727612672601,106,3.0,10.870628935757,106.78988917542
448725071997866,104,2.0,10.799526065,106.7104479275
1681847088719406,107,3.0,10.796220788824,106.6722132054
955677217858409,107,3.0,10.742874189728,106.73519596294
1219579281404698,110,3.0,10.77474481135,106.70077253668
143833032638833,110,3.0,10.7997398,106.6744995
1929229167303058,117,3.0,10.359095226154,105.53852675846
516133081895453,112,3.0,10.850861157711,106.76642417908
643591252450462,114,3.0,10.776127118745,106.68803669254
778725858916053,114,3.0,10.7803984,106.7035141
1233002830058921,114,3.0,10.7647495,106.6818237
527385800759438,63,99.0,10.764627840446,106.79328430398
436888249849609,114,3.0,10.7843752,106.6961517
1113119658705635,109,1.5,10.936852850417,106.24865475125
834368140009548,113,3.0,10.7716551723,106.701789995
1516210642033578,114,2.5,10.7822027,106.6972809
1703776966504174,114,2.75,10.768915165541,106.7014299221
156832861335620,117,266.5,10.771507966836,106.70405848694
890499470985621,120,3.0,11.788506294109,108.23596164908
1001675233186478,120,3.0,10.7455769,106.6587982
102512316777907,120,3.0,,
665950596841543,116,3.0,10.777698260699,106.70481190705
1513123622338097,120,3.0,10.834505810199,106.72888333101
432421033631860,135,3.0,10.762564081912,106.69417289453
764835670294999,104,3.0,10.76096798517,106.68227894974
614363315369846,120,3.0,10.7881501017,106.666382281
1671816919707903,118,3.0,10.7713666,106.6509649
121618681526413,121,12.0,10.033333333333,105.78333333333
1515279382098467,120,2.0,10.799526065,106.7104479275
1717644918454984,121,1.0,10.816875630593,106.68154547889
569504093201752,126,3.0,10.780191491457,106.65526404766
896603930394641,128,3.0,10.799035336071,106.71871479071
1640096556245126,120,27.0,9.9473877599049,105.8726335599
893606694056340,128,3.0,10.78834742004,106.62485821093
1713321348901216,123,3.0,10.8505058,106.7655182
1659631944249503,128,230.0,10.760667435185,106.6631312394
657218281047472,128,3.0,,
1513308675646827,129,3.0,10.780775419592,106.68613586022
747512258710442,121,3.0,10.811886978201,106.67582354828
959117420830082,129,3.0,10.832853281113,106.76699664825
725186570948209,128,3.0,10.845383969758,106.76723128255
1662150460691759,135,3.0,10.774424038189,106.69659959959
177454309268293,135,1.0,10.785848310596,106.69379654164
1048873735132107,136,3.0,10.804917269151,106.7171691246
131672773858515,137,3.0,10.88657466668,105.78823896226
137344333288686,137,3.0,10.793436966834,106.64775673986
451889378329612,136,3.0,10.729263275524,106.69489410451
189465291389771,131,3.0,10.75,106.66667
1097659073578691,136,221.5,10.761462708631,106.66337497014
1522441931403370,138,4.0,10.775483896073,106.70404717534
428599100683903,138,3.0,10.79247660797,106.63050331698
1523248904661093,138,3.0,10.7603424853,106.669321959
1500362113591255,139,173.0,10.8171473,106.7296753
878757162239970,132,3.0,10.8672510677,106.590079912
871565706285002,140,3.0,10.790258594234,106.69894492325
541361516018697,140,194.0,10.8171473,106.7296753
625905840883347,142,3.0,10.767313098301,106.70713766289
662646320504428,143,219.0,10.1731105,106.1017526
1506351686359278,149,36.5,10.811886978201,106.67582354828
426995257494915,137,2.0,10.7829504,106.7047577
1633955313522594,150,3.0,10.7154715,106.6313525
906639566051815,152,21.0,10.8488503,106.7737198
856704631068589,152,3.0,10.773370292485,106.66001498062
425460684316190,152,4.0,10.7891064,106.7109985
441839982667436,152,192.0,10.78322577,106.69111664667
115510352145960,152,3.0,10.8066225,106.713295
489393957905197,152,4.0,10.781205500709,106.68571436457
347861952089823,152,13.0,10.785859280932,106.70283202505
957690017644113,152,33.0,10.836245967548,106.70881032944
1490950977872749,153,3.0,10.802968007277,106.72930662667
190853124587106,152,27.0,10.836245967548,106.70881032944
564979970316422,153,3.0,10.7694,106.682
428507854007363,153,2.0,10.8129225,106.7161179
425697107630544,153,2.0,10.7903566,106.67379
470419469805037,154,3.0,10.75,106.66667
519596338203092,155,3.0,10.765541919847,106.67850094469
902590899823566,155,3.0,10.77719,106.62716
497590827067110,155,3.0,10.7694,106.682
1642763619333249,156,6.0,,
1465104253792971,157,28.0,10.7899704,106.7022018
942502089120677,112,3.0,21.01124483185,105.84945089507
921413567927314,157,3.0,10.832976752274,106.66460844656
522359454596124,162,3.0,10.7829504,106.7047577
116156808747985,158,3.0,10.7890902,106.6987991
492973564196201,153,14.0,10.7829571025,106.68816763083
928724040521264,159,3.0,10.767009837608,106.68780966473
1489661418004369,159,3.0,10.7844439,106.7025299
1650760668536515,157,3.0,10.7694,106.682
1688942238016353,160,3.0,10.799057735756,106.75155504417
464495213732121,159,5.0,10.797690545493,106.71578443662
142489732775742,161,3.0,10.804019,106.6852646
712009595602015,153,226.5,10.7694,106.682
1497648553868189,162,3.0,10.800089932476,106.72483179996
1660552524216133,157,3.0,10.833248422669,106.6640573066
751407828337966,162,3.0,10.797690545493,106.71578443662
461298460744205,162,3.0,10.758847635223,106.6260587616
161856760820431,162,3.0,10.787594544051,106.6961178457
519657721535128,162,3.0,10.8003845,106.6522903
1649574428587670,162,3.0,10.780855698549,106.70060044635
1653992801547099,164,3.0,10.784932328478,106.69902420618
922971211103579,164,2188.0,10.771507966836,106.70405848694
1484609308508052,163,27.0,10.844890332328,106.7573735832
427989960731914,140,18.0,10.791722808333,106.65384453997
925268004218508,165,5.0,10.777329760768,106.70410661004
560898460680498,0,3.0,,
1024404200913038,165,3.0,10.779788,106.7075272
714537595342870,166,3.0,10.767313098301,106.70713766289
138442933178492,5,3.0,10.6564173,107.04198612
752454968193582,6,3.0,10.889957244272,106.7603364671
979805182080949,1,2.5,10.75,106.66667
977812568945998,2,10.0,10.801555428539,106.61765917017
1691900327712119,6,3.0,10.842019791377,106.78894842566
959430884093900,7,3.0,10.7348385,106.7309647
1652058751713806,8,10.0,,
830956830352088,8,3.0,10.776888888889,106.70080555556
1641671362774614,8,3.0,10.7694,106.682
419239658279508,8,3.0,10.768408836744,106.69155938067
919436231437882,8,3.0,10.7893047,106.6367874
958954417448605,8,56.5,10.7781801,106.6964569
1528758890748931,8,3.0,10.806337345686,106.68779625368
165288087155118,8,3.0,10.7701492,106.6924667
420982094765037,8,3.0,,
920532884705447,8,3.0,,
703531249746900,9,5.0,10.796295486392,106.67310598334
1523381281314094,9,3.0,10.772029089565,106.68923608697
168187676864960,9,3.0,10.776888888889,106.70080555556
1521483178178527,9,2.0,10.7903566,106.67379
1476923892615259,10,3.0,10.86103083,106.79755784
595595830581398,9,11.0,10.768915165541,106.7014299221
403409569850856,13,4.0,,
790249844433787,8,3.0,10.7932501,106.6797943
883542348401279,14,1.5,10.7711945,106.6580658
1629369573996369,15,3.0,10.8095717,106.7046696
420322011496986,15,8.5,10.8171473,106.7296753
1517804545199422,18,3.0,10.727773538831,106.71933129717
921743211214812,14,609.8333333333334,10.7903566,106.67379
1618375311754579,146,3.0,10.808119400078,106.70286708101
703513213082071,14,2883.0,10.7771196,106.6994095
1094343180578474,13,3.0,10.759035015164,106.66527454547
738929422917199,24,3.0,10.7694,106.682
295802357281978,24,3.0,10.350907684286,106.42737283
920834441318402,24,3.0,9.7617887123077,105.60617078462
1715978725289059,31,5.5,,
638776259596185,34,1.0,10.784932328478,106.69902420618
758722094239535,37,3.0,10.75,106.66667
892525794172238,38,5.5,10.7844439,106.7025299
1648464892085939,38,5.5,,
1667176276899761,40,2.0,10.777747462188,106.69307215881
1713200985567912,41,3.0,,
551919804971896,41,125.0,10.808919285811,106.73345281553
187063218296622,66,267.0,10.7712402,106.6896973
1735264416705550,42,3.0,10.78322577,106.69111664667
1512561949058442,54,3.0,10.7825041,106.667038
489124871259892,57,55.5,10.80675370607,106.7127814232
1679792062266373,65,3.0,10.327973671429,105.77333041714
326413324149212,42,3.0,10.765942902456,106.67423232269
1635747950032736,8,11.0,10.7777824,106.6811295
738555442944145,56,4.0,10.777537591563,106.7034455236
818042981641643,66,125.0,11.306662775611,106.12858561386
1634227493510358,66,2.5,10.7990656,106.6881027
171310586551342,69,3.0,10.799666584879,106.68500501433
192791977720069,65,120.0,10.803333333333,106.68972222222
199849900347668,66,3.0,,
1640423019530882,80,32.5,10.803220545549,106.69272883653
557425051079579,65,4.0,10.7844439,106.7025299
1652546251661088,90,2.0,10.785720748033,106.66729028639
1502150523415752,80,4.0,10.763370132014,106.67917191982
1054725234546881,90,2.5,10.7829504,106.7047577
566175580204077,91,3.0,10.772892704165,106.70339631109
785083881617402,92,3.0,10.772971993709,106.70325279236
1708577069371002,103,75.0,10.7638102,106.6490097
963139843743501,104,3.0,10.78722,106.6867828
521083401394520,104,3.0,10.78722,106.6867828
918871914872024,105,3.0,10.721,106.6846
1691219434441644,103,3.0,10.819966714184,106.7232360037
430795103770759,109,4.5,10.776406017273,106.70323161522
725340260922835,113,3.0,10.787594544051,106.6961178457
714237438711761,113,3.0,10.732723982941,106.70860254412
2147949678679083,88,5.0,10.766129429041,106.70763201883
1650607558527327,115,2.0,10.806337345686,106.68779625368
600827433383056,120,3.0,10.831816731798,106.67423738206
415560751901803,127,3.0,10.75,106.66667
524628811027230,123,37.5,10.803220545549,106.69272883653
424468137738057,80,3.0,10.7899704,106.7022018
134546073570468,128,32.5,10.803220545549,106.69272883653
1649728361965138,123,3.0,21.024714788521,105.78857619609
917775454980540,132,3.0,10.7694,106.682
945572608838012,135,68.0,10.7797878,106.7075298
405973212925585,135,68.0,10.779769167698,106.7072831744
1609901435893322,139,3.0,9.8333333333333,106.25
1675390636081561,139,1.5,10.80237679518,106.73732246175
1136662996361958,136,28.0,,
141783372845728,141,3.0,10.777698260699,106.70481190705
487623601362936,141,3.0,10.78392654,106.68439116
1730971613793176,144,3.0,10.74954699802,106.70106632844
437640613108386,144,3.0,10.795869849384,106.65389070668
730257527106351,151,34.0,10.8309774,106.6909943
1656182334649628,152,3.0,10.779767505632,106.66382958608
1052432584796601,152,3.0,10.755595133788,106.69050920894
1017664094920484,141,3.0,10.781373055482,106.70011027527
631984013611089,152,3.0,10.78722,106.6867828
942145629156651,152,6.5,10.828863253333,106.70519849333
429444030594966,154,2.0,10.75,106.66667
1709706062594865,144,3.0,,
432613713591087,159,3.0,10.79982875,106.70218844333
398686067005910,154,180.0,10.7711897,106.6943283
441028849432114,160,75.0,10.7694,106.682
934528249967335,153,12.5,10.7829504,106.7047577
505404526303554,90,3.0,10.75,106.66667
1520074744979126,160,3.0,10.805823589645,106.62157519531
1633865473528494,161,3.0,10.75,106.66667
1638960129727035,162,2.5,,
770446929732029,163,3.0,10.777537591563,106.7034455236
205069976491491,0,3.0,10.747036861202,106.63578701154
1612031022392197,0,3.0,10.76421879069,106.65761179494
1489867771318674,0,3.0,10.839361214161,106.64625989416
180347198968408,165,3.0,10.790258594234,106.69894492325
959475154113973,5,3.0,10.7774496,106.6644058
1050129005007402,13,3.0,10.762250582494,106.66825038646
1521719851485619,164,3.0,10.777698260699,106.70481190705
1077965492215167,7,3.0,10.8049818,106.6611395
1006657816062381,6,3.0,10.779492333935,106.6992957846
1494651544163641,7,4.5,10.833641635469,106.65038104754
1495218810806969,7,3.0,10.762200730909,106.64913793909
1643381175903642,7,3.0,10.7694,106.682
1516517512002547,7,99.5,10.806138,106.6286697
1676329352608101,8,4.0,10.794553763104,106.67784619184
1634811676806312,8,3.0,10.7694,106.682
549192808571431,8,5.0,10.7451714837,106.6478339
958768017523015,8,3.0,10.7694,106.682
141981386160261,8,3.0,10.7220697,106.6111374
686788534789771,8,3.0,10.7572603,106.6861496
1517636418547610,7,3.0,10.762200730909,106.64913793909
764871663617846,8,3.0,10.781350975218,106.66980028152
136599536699616,9,3.0,10.7730331,106.7043381
913726102016230,17,2.0,10.780867161366,106.70594676208
465988266906746,7,3.0,10.787764669388,106.69358937319
1027014540663777,21,3.0,10.7694,106.682
491548331013231,20,51.5,10.786747676749,106.70509726977
297183720488226,24,3.0,10.7694,106.682
573130449507448,39,3.0,10.7694,106.682
192475747754735,14,3.0,10.7829504,106.7047577
1749003568652441,31,3.0,10.852438693872,106.63799089615
927482667335264,36,3.0,10.791863499259,106.67411808185
784365538375859,37,2907.0,10.8413191,106.7852783
1624751154441454,36,3.0,10.8045349,106.7093582
520105564831146,37,2.0,10.80675370607,106.7127814232
476987945841463,42,3.0,10.75,106.66667
1164280260255705,153,14.0,10.7903776,106.7098236
749308238456704,48,3.0,10.293201855393,105.97672124403
551504168321268,51,3.0,10.780775419592,106.68613586022
1643527149195696,57,3.0,10.74969865,106.5854794
1407347539559829,48,3.0,9.9898740649224,105.75203418732
1509742802677307,57,55.5,10.80675370607,106.7127814232
1013876188632714,61,2547.0,10.7916098,106.7024231
1490608407901635,63,3.0,10.758093141193,106.68474658203
543887232441917,72,3.0,10.795590790197,106.65482121754
1676527785950631,72,3.0,,
906260389439210,81,80.0,10.7951965,106.6553726
877417562306505,72,3.0,10.795590790197,106.65482121754
995025613883488,8,9.0,10.729411608643,106.6950871708
375660865925286,24,3.0,10.7694,106.682
1671070769775735,91,2.0,10.780867161366,106.70594676208
1537877016467620,96,3.0,10.7694,106.682
423433421147044,105,3.0,10.7694,106.682
531100767048013,105,314.0,,
414057348785375,81,27.0,10.729509080508,106.69324462937
1676106492658615,105,32.0,10.7730331,106.7043381
1645651059017140,113,2.0,10.771507966836,106.70405848694
471379523018564,114,3.0,10.7940111,106.6806717
615871358550565,120,3.0,10.74307296,106.68630415
857622540975972,81,80.0,10.730852785315,106.72197311559
932318536854763,132,3.0,10.7694,106.682
394713817404679,114,2.0,,
177405102602025,134,3.0,10.7694,106.682
1624545187788362,145,40.0,10.784353675246,106.68145883296
1659305187682471,145,531.0,10.776136903282,106.69253483938
780757758717315,153,3.0,10.797690545493,106.71578443662
975449605847497,136,3.0,10.767003764258,106.70736002973
927075350720723,151,27.0,10.80049326,106.66244984
1043281959036382,151,26.0,10.7548972622,106.662824061
816406775135427,152,35.0,10.720371452938,106.70146316414
463277210521995,151,3.0,9.774976144098,105.45838594437
737090809728395,152,34.0,10.77877128763,106.70636264325
103101450054306,152,35.0,10.720371452938,106.70146316414
1649497315327916,152,35.0,10.720371452938,106.70146316414
1398181920473000,152,3.0,10.779288450166,106.68307222528
1479367552373148,152,20.05,10.80534,106.73616
103780789985311,153,3.0,,
1118925088119512,153,3.0,10.780524473274,106.68817578305
1658552184361587,152,33.5,10.775833333333,106.7015
1722593361302843,158,2.0,10.806337345686,106.68779625368
916219201805250,158,4.5,10.7699318,106.7057571
406829072835666,81,80.0,10.730744814924,106.72180771764
1052922628086084,163,3.0,10.803987196572,106.73539745265
494764264037412,154,6.0,10.779934425415,106.70304728673
466879526822781,0,3.0,10.7694,106.682
1573780222895939,0,3.0,10.7815676,106.6972961
454615604712551,24,3.0,10.7694,106.682
204623723202537,32,254.0,,
189292908073143,17,3.0,10.766841865,106.70070527
1163434467004393,43,3.0,10.790258594234,106.69894492325
916336945113988,9,2931.0,11.0968904064,106.263168779
546487338833694,79,4.0,10.85157868,106.7721379375
704974412941071,81,3.0,11.0968904064,106.263168779
475090992616222,105,3.0,10.7694,106.682
1623749834542763,96,3.0,10.728783919759,106.72381019257
509073795927959,108,3.0,10.7694,106.682
528961267266179,116,3.0,,
1021954607820116,120,3.0,10.90423318665,106.77014997332
917672741659862,132,3.0,10.7694,106.682
905008766246226,160,6.0,10.780833333333,106.75694444444
980751665296335,127,4.5,,
931978370186855,134,3.0,10.7907801,106.705658
863622240425067,135,3.0,10.767009837608,106.68780966473
182639612078173,138,3.0,10.805812795616,106.75143820838
538279132989832,128,33.0,10.768005814299,106.69215903458
878190755634253,138,3.0,10.809975767152,106.73130973053
926958700717655,134,3.0,10.7694,106.682
583936238376872,144,3.0,10.772056035797,106.65770991516
758846707577663,141,3.0,10.767313098301,106.70713766289
440080242853908,144,3.0,10.7229881,106.6101303
122319864779198,155,4.0,10.7694,106.682
545198285638570,112,3.0,10.813112038302,106.84798991
716738678430703,152,3.0,10.7712402,106.6896973
934165203347159,153,32.0,,
850447408407557,154,3.0,10.791248306578,106.69713842921
184165651924959,159,24.0,10.793698981475,106.66922151925
492947734199590,0,3.0,10.769231658959,106.68802004046
482838738558603,159,31.0,10.8171473,106.7296753
1041025602630712,12,3.0,10.7694,106.682
499466390227177,152,3.0,10.7154715,106.6313525
986720544699750,61,3.0,10.8552694,106.6387939
1022795431076237,63,3.0,10.7694,106.682
1575644286052765,72,3.0,10.7694,106.682
407782336098134,83,3.0,10.754866934655,106.66573171477
800959500015561,120,3.0,10.767009837608,106.68780966473
1514442105515513,137,3.0,10.757177526955,106.71207187414
491058557709091,135,68.0,10.7844439,106.7025299
143078432716580,153,108.0,10.795590790197,106.65482121754
1507447266249110,8,8.0,10.775833333333,106.7015
473150462862448,144,3.0,10.7972546,106.6236649
493719907454733,138,3.0,,
133798883645899,152,110.0,10.795590790197,106.65482121754
1477651862560133,152,36.0,10.729411608643,106.6950871708
420033614863551,152,82.0,10.7694,106.682
529715233844807,153,3.0,10.7818051727,106.69685943794
910435195709879,153,3.0,,
1483723631934208,17,6.5,10.7769519588,106.68970151
909977732412511,153,3.0,10.7818051727,106.69685943794
144182839271602,153,3.0,10.7818051727,106.69685943794
1728490300705380,153,3.0,10.7818051727,106.69685943794
785704494885887,167,12.0,10.861421666667,106.70527
1813491758875082,0,3.0,10.7694,106.682
1017645984963730,8,3.0,10.799289589969,106.68004735184
886332521400247,48,3.0,10.75,106.66667
1444459055845708,48,3.0,10.776888888889,106.70080555556
441629796036509,66,3.5,10.7837296,106.6946564
1518755158444609,80,33.0,10.7694,106.682
109223046104807,84,3.0,10.882639623959,106.78192044153
587786681361995,105,84.0,10.8585741,106.7607056
1086846144821179,96,3.0,10.303677401831,105.64927177455
1609606759307344,96,3.0,10.8468866408,106.664245127
1637955923126632,96,3.0,10.7739725,106.6529465
476644089188378,91,24.0,10.590213243487,107.05547776856
